time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2019-01-03T00:04:09.610Z,18.0693,-68.9171,101,3.92,md,23,201,0.6962,0.64,pr,pr2019003000,2019-01-03T00:27:48.114Z,"11km NE of La Romana, Dominican Republic",earthquake,5.91,4.16,0.35,17,reviewed,pr,pr
2019-01-03T00:03:08.010Z,-55.765,-26.9926,10,5.1,mb,,81,5.66,0.86,us,us2000izy7,2019-01-03T00:22:05.040Z,"104km N of Visokoi Island, South Georgia and the South Sandwich Islands",earthquake,10.9,1.9,0.093,38,reviewed,us,us
2019-01-02T23:29:07.510Z,19.0833,-66.8636,24,2.78,md,7,323,0.6637,0.37,pr,pr2019002012,2019-01-03T04:20:39.605Z,"66km NNE of Isabela, Puerto Rico",earthquake,2.23,22.38,0.1,7,reviewed,pr,pr
2019-01-02T20:30:02.910Z,53.6037,159.1503,19.99,4.1,mb,,159,0.654,0.33,us,us2000izxc,2019-01-02T22:08:32.040Z,"69km NE of Yelizovo, Russia",earthquake,10.7,7.5,0.214,8,reviewed,us,us
2019-01-02T20:06:28.620Z,35.8429985,-120.3945007,6.26,2.87,md,55,78,0.03522,0.08,nc,nc73129456,2019-01-04T16:49:14.052Z,"7km SSE of Parkfield, CA",earthquake,0.17,0.3,0.14,53,automatic,nc,nc
2019-01-02T20:03:24.349Z,61.395,-150.1224,20.1,3,ml,,,,1.06,ak,ak0193n0256,2019-01-03T20:05:36.264Z,"16km SSW of Big Lake, Alaska",earthquake,,0.4,,,automatic,ak,ak
2019-01-02T15:47:03.600Z,38.5778333,-112.2591667,7.36,2.91,ml,29,63,0.08264,0.27,uu,uu60308782,2019-01-05T21:13:27.010Z,"13km WSW of Monroe, Utah",earthquake,0.38,0.8,0.151,17,reviewed,uu,uu
2019-01-02T15:39:32.120Z,28.102,54.2034,10,4.3,mb,,62,3.618,0.92,us,us2000izui,2019-01-02T22:11:21.040Z,"48km NNW of Lar, Iran",earthquake,7,1.9,0.091,34,reviewed,us,us
2019-01-02T15:16:03.536Z,61.29,-149.9483,35.4,4.2,ml,,,,0.88,ak,ak0193k3hc7,2019-01-03T18:59:26.616Z,"9km NNW of Anchorage, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2019-01-02T14:26:06.620Z,-9.6038,117.9874,60.02,4.9,mb,,87,3.952,0.91,us,us2000izub,2019-01-02T21:10:06.625Z,"89km S of Boal Atas, Indonesia",earthquake,8.3,6.7,0.104,29,reviewed,us,us
2019-01-02T13:40:23.730Z,-6.5049,103.6054,34.42,5,mb,,83,2.226,0.77,us,us2000izty,2019-01-02T13:56:29.040Z,"138km SSW of Biha, Indonesia",earthquake,7.4,5.5,0.077,54,reviewed,us,us
2019-01-02T13:36:01.230Z,5.5574,126.349,55.54,4.6,mb,,152,1.686,0.68,us,us2000iztz,2019-01-02T14:00:32.040Z,"87km ESE of Caburan, Philippines",earthquake,9.5,9.1,0.119,21,reviewed,us,us
2019-01-02T13:03:08.160Z,54.7969,164.6045,10,4.5,mb,,163,3.944,0.51,us,us2000iztm,2019-01-02T13:17:49.040Z,"99km WSW of Nikol'skoye, Russia",earthquake,10,1.9,0.109,25,reviewed,us,us
2019-01-02T11:15:31.332Z,61.4919,-150.0419,20.4,3,ml,,,,0.91,ak,ak0193hpquq,2019-01-03T11:18:59.817Z,"5km SW of Big Lake, Alaska",earthquake,,0.3,,,automatic,ak,ak
2019-01-02T11:12:15.241Z,61.5319,-149.9676,29.7,3.1,ml,,,,0.61,ak,ak0193hp2cu,2019-01-03T11:14:40.261Z,"4km SW of Big Lake, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2019-01-02T11:04:02.110Z,19.1483,-65.4891,39,2.66,md,5,328,1.2495,0.16,pr,pr2019002011,2019-01-02T16:31:59.524Z,"87km NNE of Vieques, Puerto Rico",earthquake,1.9,11.55,0.41,4,reviewed,pr,pr
2019-01-02T09:36:16.090Z,18.9221,-65.6495,49,3.21,md,13,301,0.8051,0.36,pr,pr2019002010,2019-01-02T11:37:42.884Z,"58km NNE of Vieques, Puerto Rico",earthquake,3.19,8.31,0.26,11,reviewed,pr,pr
2019-01-02T08:48:04.697Z,61.9074,-150.9022,62.2,2.6,ml,,,,0.45,ak,ak0193g4giu,2019-01-02T09:03:59.539Z,"48km WNW of Willow, Alaska",earthquake,,0.7,,,automatic,ak,ak
2019-01-02T07:59:51.340Z,-2.1004,138.9693,46.76,5,mb,,108,6.763,0.77,us,us2000izsn,2019-01-04T00:45:22.154Z,"188km WNW of Abepura, Indonesia",earthquake,8.9,5.8,0.093,37,reviewed,us,us
2019-01-02T07:57:29.890Z,29.4174,51.3666,10,4.8,mb,,69,6.196,1.2,us,us2000izsm,2019-01-02T14:41:55.870Z,"22km NE of Borazjan, Iran",earthquake,7.4,1.9,0.065,74,reviewed,us,us
2019-01-02T07:40:20.200Z,18.8445,-68.5081,50,3.07,md,8,306,0.354,0.51,pr,pr2019002009,2019-01-02T11:37:09.340Z,"26km NE of Otra Banda, Dominican Republic",earthquake,6.71,4.88,0.27,7,reviewed,pr,pr
2019-01-02T07:13:10.114Z,61.3712,-149.9968,20.2,2.7,ml,,,,0.92,ak,ak0193fbjbl,2019-01-02T07:30:49.654Z,"16km S of Big Lake, Alaska",earthquake,,0.4,,,automatic,ak,ak
2019-01-02T06:48:43.493Z,58.3506,-153.2009,62.1,4.8,ml,,,,0.58,ak,ak0193exoam,2019-01-07T07:57:23.012Z,"74km NNW of Kodiak Station, Alaska",earthquake,,0.5,,,reviewed,ak,ak
2019-01-02T06:40:31.910Z,36.0975,-97.8831,5,2.6,mb_lg,,42,0.166,0.21,us,us2000izs5,2019-01-05T07:05:28.001Z,"1km SE of Hennessey, Oklahoma",earthquake,1,1.9,0.104,24,reviewed,us,us
2019-01-02T06:37:09.986Z,62.6335,-152.1721,0,2.6,ml,,,,0.98,ak,ak0193ev8x4,2019-01-02T14:39:41.069Z,"111km WNW of Talkeetna, Alaska",earthquake,,0.4,,,automatic,ak,ak
2019-01-02T06:09:14.540Z,18.9113,-68.7376,13,2.93,md,16,206,0.5337,0.46,pr,pr2019002008,2019-01-02T09:57:35.153Z,"29km NNW of Otra Banda, Dominican Republic",earthquake,2.15,2.37,0.47,12,reviewed,pr,pr
2019-01-02T06:03:14.960Z,19.311,-64.9981,37,3.09,md,12,334,1.4457,0.2,pr,pr2019002007,2019-01-02T08:38:00.853Z,"106km NNW of Road Town, British Virgin Islands",earthquake,1.74,13.2,0.43,11,reviewed,pr,pr
2019-01-02T04:28:37.200Z,18.4403,-66.1853,84,2.78,md,13,215,0.3331,0.26,pr,pr2019002005,2019-01-02T08:36:28.166Z,"1km SSW of Levittown, Puerto Rico",earthquake,1.73,1.09,0.23,12,reviewed,pr,pr
2019-01-02T03:50:42.635Z,62.2694,-150.9361,70.3,2.6,ml,,,,0.48,ak,ak0193d5sug,2019-01-02T06:13:22.040Z,"43km W of Talkeetna, Alaska",earthquake,,0.7,,,automatic,ak,ak
2019-01-02T03:49:11.160Z,15.6562,-94.5233,35,4.1,mb,,204,2.378,1.08,us,us2000izrt,2019-01-02T06:11:16.040Z,"65km SSE of San Francisco del Mar, Mexico",earthquake,4.2,2,0.098,28,reviewed,us,us
2019-01-02T03:12:54.880Z,42.5127,104.3937,10,5,mb,,59,5.506,0.71,us,us2000izrq,2019-01-02T20:07:26.197Z,"71km WSW of Sangiyn Dalay, Mongolia",earthquake,9.7,1.9,0.05,128,reviewed,us,us
2019-01-02T02:50:16.631Z,61.3905,-149.9165,17.6,3.3,ml,,,,0.81,ak,ak0193ckbcx,2019-01-03T02:52:26.254Z,"7km SE of Big Lake, Alaska",earthquake,,0.4,,,automatic,ak,ak
2019-01-02T01:46:04.070Z,19.3331667,-155.1338333,3.19,2.55,ml,30,115,0.04727,0.11,hv,hv70754306,2019-01-02T21:51:21.040Z,"15km SE of Volcano, Hawaii",earthquake,0.32,0.93,0.165,33,reviewed,hv,hv
2019-01-02T01:40:46.170Z,36.4507,-96.8813,5.4,3.2,ml,,73,,0.23,us,us2000izra,2019-01-06T05:40:32.979Z,"14km NNW of Pawnee, Oklahoma",earthquake,1.4,2.7,0.223,23,reviewed,ok,ok
2019-01-02T01:22:45.320Z,18.8945,-64.7678,42,3.09,md,5,344,1.3171,0.47,pr,pr2019002001,2019-01-02T21:46:28.040Z,"52km N of Road Town, British Virgin Islands",earthquake,7.43,27.4,0.18,4,reviewed,pr,pr
2019-01-02T00:41:36.180Z,36.3699989,-121.4905014,7.72,2.81,md,59,117,0.05257,0.12,nc,nc73129231,2019-01-03T11:04:25.761Z,"16km SSW of Gonzales, CA",earthquake,0.27,0.58,0.14,60,automatic,nc,nc
2019-01-01T23:46:04.080Z,36.8110008,-121.5358353,4.61,2.57,md,40,45,0.0309,0.08,nc,nc73129226,2019-01-07T01:40:20.462Z,"4km S of San Juan Bautista, CA",earthquake,0.18,0.3,0.13,42,automatic,nc,nc
2019-01-01T22:59:54.880Z,40.8868332,-123.4974976,20.31,3.41,ml,50,38,0.1787,0.39,nc,nc73129211,2019-01-07T06:08:24.086Z,"13km ESE of Willow Creek, CA",earthquake,0.71,1.68,0.305,13,automatic,nc,nc
2019-01-01T22:39:21.290Z,26.3092,-110.7108,10,4.1,mb,,142,1.698,1.17,us,us2000izqm,2019-01-03T06:45:14.040Z,"71km ENE of Loreto, Mexico",earthquake,5.5,1.9,0.234,5,reviewed,us,us
2019-01-01T22:05:39.690Z,35.742,140.1849,69.86,4.4,mb,,159,1.792,0.57,us,us2000izq7,2019-01-03T06:38:52.040Z,"5km WNW of Sakura, Japan",earthquake,6.5,9,0.117,21,reviewed,us,us
2019-01-01T21:47:43.580Z,18.4648,-68.4693,116,2.94,md,5,182,0.1007,0.5,pr,pr2019001007,2019-01-03T06:29:06.040Z,"25km SSE of Boca de Yuma, Dominican Republic",earthquake,10.09,3.55,0.48,4,reviewed,pr,pr
2019-01-01T20:24:36.150Z,-2.472,99.6263,10,5.1,mb,,123,3.816,1.17,us,us2000izpf,2019-01-02T19:18:48.040Z,"107km SSE of Muara Siberut, Indonesia",earthquake,7.5,1.8,0.064,78,reviewed,us,us
2019-01-01T19:55:32.190Z,18.4561,-68.8325,118,3.38,md,5,204,0.4548,0.17,pr,pr2019001006,2019-01-02T19:02:50.040Z,"5km NE of Guaymate, Dominican Republic",earthquake,8.51,1.5,0.18,3,reviewed,pr,pr
2019-01-01T19:22:46.160Z,-10.5218,108.4782,10,4.4,mb,,44,2.779,0.98,us,us2000izp9,2019-01-02T18:56:35.040Z,"299km S of Citotok, Indonesia",earthquake,8.4,1.9,0.093,37,reviewed,us,us
2019-01-01T18:42:28.690Z,18.3798,-68.0563,87,2.57,md,7,177,0.3517,0.42,pr,pr2019001005,2019-01-02T17:58:11.040Z,"44km SE of Punta Cana, Dominican Republic",earthquake,6.65,2.78,0.36,6,reviewed,pr,pr
2019-01-01T18:37:46.980Z,41.9249,13.5165,16.18,4.3,mb,,31,0.302,0.98,us,us2000izp2,2019-01-02T17:35:07.051Z,"3km SSW of Trasacco, Italy",earthquake,4.9,5.1,0.09,36,reviewed,us,us
2019-01-01T18:17:45.150Z,16.6594,-86.1453,10,4.3,mb,,43,2.806,0.98,us,us2000izny,2019-01-05T14:08:18.086Z,"38km NW of Guanaja, Honduras",earthquake,7,2,0.072,55,reviewed,us,us
2019-01-01T17:48:27.636Z,61.4986,-149.9221,27.3,3.7,ml,,,,0.67,ak,ak0191xy282,2019-01-03T05:14:30.834Z,"3km SE of Big Lake, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2019-01-01T17:37:13.998Z,61.338,-150.138,22.6,2.8,ml,,,,0.68,ak,ak0191xvoec,2019-01-02T17:00:09.040Z,"17km NNW of Anchorage, Alaska",earthquake,,0.3,,,automatic,ak,ak
2019-01-01T17:31:53.370Z,19.3711667,-155.2948333,25.8,2.84,ml,44,47,0.01875,0.12,hv,hv70753696,2019-01-04T23:36:48.050Z,"8km SW of Volcano, Hawaii",earthquake,0.48,0.41,0.178,24,reviewed,hv,hv
2019-01-01T16:39:16.640Z,29.4424,51.2714,10,4.5,mb,,71,6.273,0.98,us,us2000iznl,2019-01-01T18:27:21.040Z,"20km NNE of Borazjan, Iran",earthquake,5,1.8,0.081,45,reviewed,us,us
2019-01-01T16:25:37.050Z,-9.5315,122.7267,70.13,5,mb,,57,1.012,1.07,us,us2000iznk,2019-01-01T23:20:24.692Z,"94km SSE of Habibola, Indonesia",earthquake,7.5,5.4,0.067,72,reviewed,us,us
2019-01-01T15:41:04.850Z,36.6923,71.0217,234.64,4.2,mb,,69,0.979,0.84,us,us2000iznh,2019-01-01T19:21:27.040Z,"25km SE of Jarm, Afghanistan",earthquake,7.7,6.3,0.186,8,reviewed,us,us
2019-01-01T13:37:40.339Z,56.3592,-153.9978,28.5,3.4,ml,,,,0.81,ak,ak0191vi02q,2019-01-01T18:44:15.040Z,"117km ENE of Chirikof Island, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2019-01-01T13:34:51.100Z,14.0446,144.7296,189.36,4.4,mb,,99,0.472,1.11,us,us2000iznb,2019-01-01T18:16:35.040Z,"52km WSW of Rota, Northern Mariana Islands",earthquake,14,7.5,0.082,43,reviewed,us,us
2019-01-01T12:25:34.620Z,-10.5152,108.5251,10,4.9,mb,,63,2.825,0.98,us,us2000izmy,2019-01-01T12:43:35.040Z,"298km S of Citotok, Indonesia",earthquake,5.3,1.7,0.072,61,reviewed,us,us
2019-01-01T12:01:46.950Z,34.1781667,-117.3446667,8.88,2.5,ml,110,25,0.03332,0.15,ci,ci38412688,2019-01-04T02:19:57.520Z,"3km N of Muscoy, CA",earthquake,0.1,0.21,0.192,23,reviewed,ci,ci
2019-01-01T11:55:01.300Z,5.3473,94.5547,40.2,4.9,mww,,136,2.385,0.92,us,us2000izmv,2019-01-01T16:29:50.213Z,"88km WSW of Banda Aceh, Indonesia",earthquake,7.2,5.6,0.075,17,reviewed,us,us
2019-01-01T11:40:05.910Z,34.7591,23.8408,10,4.8,mb,,72,1.009,1.07,us,us2000izms,2019-01-01T11:54:59.040Z,"54km SSE of Palaiochora, Greece",earthquake,4.2,1.8,0.071,61,reviewed,us,us
2019-01-01T11:22:00.110Z,18.2185,-67.0878,77,2.5,md,11,169,0.0428,0.08,pr,pr2019001002,2019-01-01T16:06:05.963Z,"5km ENE of Mayaguez, Puerto Rico",earthquake,0.61,0.64,0.47,9,reviewed,pr,pr
2019-01-01T11:12:52.960Z,55.8447,-149.3305,6.92,3.9,mb,,163,2.64,0.63,us,us2000izmr,2019-01-01T11:31:32.040Z,"286km SE of Kodiak, Alaska",earthquake,4.7,7.7,0.163,10,reviewed,us,us
2019-01-01T10:55:41.761Z,69.7023,-144.2319,17.9,2.8,ml,,,,0.97,ak,ak0191ttk5c,2019-01-01T11:13:12.796Z,"53km SSW of Kaktovik, Alaska",earthquake,,0.5,,,automatic,ak,ak
2019-01-01T08:19:05.306Z,61.531,-149.7923,28.6,2.8,ml,,,,0.59,ak,ak0191sewcf,2019-01-01T08:50:24.813Z,"8km E of Big Lake, Alaska",earthquake,,0.3,,,automatic,ak,ak
2019-01-01T07:02:44.730Z,18.7066,-67.5186,10,2.87,md,18,190,0.3246,0.38,pr,pr2019001000,2019-01-01T07:40:28.454Z,"49km NW of Aguadilla, Puerto Rico",earthquake,1.08,1.06,0.42,15,reviewed,pr,pr
2019-01-01T06:34:48.710Z,5.9249,126.8896,76.91,4.3,mb,,126,1.729,0.59,us,us2000izlf,2019-01-01T07:15:50.040Z,"92km ESE of Pondaguitan, Philippines",earthquake,7.9,9.7,0.137,15,reviewed,us,us
2019-01-01T06:18:25.158Z,57.3547,-158.1729,35.6,3.1,ml,,,,0.85,ak,ak0191r7unc,2019-01-01T06:33:33.284Z,"127km NNE of Chignik Lake, Alaska",earthquake,,4.3,,,automatic,ak,ak
2019-01-01T05:58:52.500Z,-20.8201,-177.7511,477.71,4.8,mb,,49,5.006,0.87,us,us2000izl5,2019-01-01T06:20:36.040Z,"100km E of Ndoi Island, Fiji",earthquake,11.9,6.6,0.058,90,reviewed,us,us
2019-01-01T04:19:17.300Z,8.5769,125.8473,43.69,4.6,mb,,114,1.52,0.44,us,us2000izkx,2019-01-01T06:33:25.637Z,"2km SSE of Aurora, Philippines",earthquake,10.1,8,0.098,31,reviewed,us,us
2019-01-01T03:47:49.850Z,19.544,-65.0353,50,3.32,md,10,335,1.6208,0.27,pr,pr2019001001,2019-01-01T09:45:11.152Z,"132km NNW of Road Town, British Virgin Islands",earthquake,3.52,17.81,0.23,8,reviewed,pr,pr
2019-01-01T03:03:30.603Z,61.2962,-149.9469,43.4,5,ml,,,,0.62,ak,ak0191pccr7,2019-01-03T15:31:26.472Z,"11km NNW of Anchorage, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2019-01-01T03:00:42.600Z,5.7808,126.9647,73.72,4.6,mb,,114,1.88,0.83,us,us2000izkm,2019-01-01T03:31:31.040Z,"108km SE of Pondaguitan, Philippines",earthquake,8.1,6.6,0.101,29,reviewed,us,us
2019-01-01T02:09:36.510Z,39.3123,40.5488,10,4.1,mb,,57,1.384,0.79,us,us2000izk9,2019-01-01T03:28:05.040Z,"13km S of Yedisu, Turkey",earthquake,4.1,2,0.174,9,reviewed,us,us
2019-01-01T01:03:15.850Z,37.0529,20.6773,10,4.1,mb,,187,1.005,0.8,us,us2000izk5,2019-01-01T03:25:05.040Z,"74km S of Lithakia, Greece",earthquake,8.4,2,0.262,5,reviewed,us,us
2019-01-01T00:32:16.904Z,60.6511,-147.471,10.7,2.5,ml,,,,0.69,ak,ak0191nq8po,2019-01-01T01:30:39.673Z,"67km E of Whittier, Alaska",earthquake,,0.3,,,automatic,ak,ak
2019-01-01T00:04:05.950Z,-14.951,167.2922,40.14,4.8,mb,,114,7.128,0.93,us,us2000izjv,2019-01-05T04:11:55.040Z,"28km ENE of Port-Olry, Vanuatu",earthquake,5.1,5.7,0.069,65,reviewed,us,us
2018-12-31T23:54:07.510Z,17.8803,-68.501,72,3.35,md,13,232,0.6448,0.37,pr,pr2018365018,2019-01-04T04:09:32.040Z,"50km SSE of Boca de Yuma, Dominican Republic",earthquake,3.52,4.75,0.21,10,reviewed,pr,pr
2018-12-31T23:09:27.020Z,3.1661,126.5518,35,4.7,mb,,66,2.513,1.39,us,us2000izji,2019-01-04T05:45:05.040Z,"227km NW of Tobelo, Indonesia",earthquake,7.4,1.9,0.055,102,reviewed,us,us
2018-12-31T22:57:42.372Z,61.3533,-150.1148,20.1,3.2,ml,,,,0.83,ak,ak20616897,2019-01-01T23:00:04.333Z,"18km NW of Anchorage, Alaska",earthquake,,0.3,,,automatic,ak,ak
2018-12-31T21:53:36.810Z,35.7239,140.8271,54.88,4.2,mb,,160,2.141,0.56,us,us2000izik,2018-12-31T22:20:14.040Z,"1km SSW of Hasaki, Japan",earthquake,8.6,7.4,0.124,18,reviewed,us,us
2018-12-31T20:45:31.020Z,15.2791,-46.3283,10,5,mb,,74,11.861,1.09,us,us2000izi5,2018-12-31T22:06:38.040Z,"Northern Mid-Atlantic Ridge",earthquake,10.4,1.9,0.039,209,reviewed,us,us
2018-12-31T20:22:15.900Z,-17.5085,-174.67,170.91,5.1,mb,,51,4.534,1.38,us,us2000izi1,2018-12-31T20:40:16.040Z,"145km NNW of Neiafu, Tonga",earthquake,7.8,6.9,0.04,200,reviewed,us,us
2018-12-31T17:48:27.320Z,19.4993,-64.5981,57,3.42,md,9,320,1.8456,0.22,pr,pr2018365015,2018-12-31T19:21:15.815Z,"119km N of Road Town, British Virgin Islands",earthquake,3.7,15.53,0.08,5,reviewed,pr,pr
2018-12-31T15:48:07.150Z,37.9886,69.7004,28.81,4,mb,,83,0.374,0.74,us,us2000izgg,2018-12-31T16:12:02.040Z,"10km NW of Kulob, Tajikistan",earthquake,4.8,8,0.259,4,reviewed,us,us
2018-12-31T15:45:34.970Z,33.9173333,-117.035,15.09,2.79,ml,132,17,0.04543,0.16,ci,ci38411808,2019-01-04T00:23:36.720Z,"6km WSW of Beaumont, CA",earthquake,0.11,0.18,0.167,24,reviewed,ci,ci
2018-12-31T14:23:06.835Z,61.3537,-150.0749,35.7,3.1,ml,,,,0.55,ak,ak20611208,2019-01-01T18:04:32.263Z,"17km NNW of Anchorage, Alaska",earthquake,,0.9,,,reviewed,ak,ak
2018-12-31T14:10:25.200Z,37.4856,141.4451,43.26,5.1,mww,,106,0.645,0.67,us,us2000izfu,2018-12-31T17:15:56.594Z,"39km E of Namie, Japan",earthquake,3.2,5.5,0.073,18,reviewed,us,us
2018-12-31T14:05:22.070Z,2.659,128.5744,234.21,4.4,mb,,106,2.229,0.58,us,us2000izfv,2018-12-31T14:51:15.040Z,"120km NNE of Tobelo, Indonesia",earthquake,10.6,8,0.097,31,reviewed,us,us
2018-12-31T13:33:10.650Z,21.7196,93.4376,51.09,4.1,mb,,183,0.93,0.49,us,us2000izfp,2019-01-03T19:45:19.714Z,"97km SSE of Saiha, India",earthquake,9.7,9,0.174,9,reviewed,us,us
2018-12-31T13:15:17.910Z,-20.5543,-178.0087,522.98,4.7,mb,,92,4.655,0.78,us,us2000izfk,2018-12-31T14:25:01.040Z,"72km E of Ndoi Island, Fiji",earthquake,12.5,5.8,0.047,137,reviewed,us,us
2018-12-31T10:49:41.340Z,-31.7676,-69.3073,101.2,5.3,mww,,30,0.575,1.36,us,us2000izex,2018-12-31T20:57:26.284Z,"49km S of Calingasta, Argentina",earthquake,6.4,4,0.055,32,reviewed,us,us
2018-12-31T10:31:34.044Z,61.1198,-151.1701,71.3,3.7,ml,,,,0.63,ak,ak20608427,2019-01-01T04:13:30.620Z,"48km N of Nikiski, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2018-12-31T10:21:22.880Z,44.5685,-110.4931667,2.52,2.75,ml,9,90,0.06605,0.09,uu,uu60016814,2019-01-02T17:51:20.756Z,"29km ENE of Old Faithful Geyser, Wyoming",earthquake,0.41,31.61,0.229,4,reviewed,uu,uu
2018-12-31T10:21:08.830Z,44.573,-110.4863333,4.89,2.6,md,18,73,0.06197,0.14,uu,uu60308677,2019-01-02T17:51:42.973Z,"29km ENE of Old Faithful Geyser, Wyoming",earthquake,0.32,0.65,0.532,7,reviewed,uu,uu
2018-12-31T10:13:30.900Z,17.3147,-93.8877,167.06,4.6,mb,,114,1.966,0.81,us,us2000izep,2018-12-31T20:20:25.658Z,"58km SW of Chontalpa, Mexico",earthquake,8.3,7.5,0.043,164,reviewed,us,us
2018-12-31T09:59:59.587Z,61.4672,-150.0209,22.9,3,ml,,,,0.78,ak,ak20608419,2019-01-01T18:30:47.997Z,"6km SSW of Big Lake, Alaska",earthquake,,0.3,,,automatic,ak,ak
2018-12-31T09:21:44.903Z,61.3588,-150.0894,21.5,2.7,ml,,,,0.8,ak,ak20608411,2018-12-31T09:44:21.702Z,"18km NNW of Anchorage, Alaska",earthquake,,0.3,,,automatic,ak,ak
2018-12-31T09:14:55.440Z,35.6691666,-121.1078339,5.56,2.75,md,45,133,0.139,0.07,nc,nc73128711,2018-12-31T09:51:03.347Z,"8km ENE of San Simeon, CA",earthquake,0.22,0.65,0.13,46,automatic,nc,nc
